019946,005630,019211,020554,011149
012309,018590,019937,037181,019946
030798,022853,013768,014707,014792
015288,029007,000487,031518,015629
014317,016079,008333,019917,020523
018392,032781,029772,024462,020615
012034,006947,005188,014717,000124
004366,024236,019190,006717,015767
009374,030454,027113,023298,028765
032702,042168,042060,035957,000000
036737,038616,033607,035831,018771
027838,017381,013458,032672,010021
000200,028646,039065,023692,012383
006661,022912,023536,016344,018324
000000,000000,000000,000000,000000
000000,000000,000000,000000,000000
014029,023548,038342,035779,028120
030811,019575,036953,031922,018298
011335,027069,033660,009704,017174
007392,012536,017484,001259,037389
027860,035082,037184,004702,013207
036760,018723,001408,006415,001423
004872,001120,022051,036503,001057
022972,035221,024468,011427,021091
023665,036734,038185,036949,022093
001282,014684,007058,011705,001319
015241,002852,010218,013597,012007
026077,014066,010851,001223,028335
002350,025040,025579,000058,001726
013319,037255,016982,005423,027503
000594,024740,019993,018213,012240
000457,030091,022959,001236,014260
000761,000926,012985,031195,007779
015018,035974,003702,038839,008988
031763,009461,001424,006027,030000
020431,038146,000292,020115,009846
017625,034579,013063,015644,027005
027533,020904,027874,029388,030496
029951,015075,007654,024311,002832
013038,011154,008904,000103,036963
014922,026928,021825,000890,029353
003479,039193,015882,010133,015142
000438,000678,030085,014257,022928
036238,007918,016810,009143,031484
027412,029504,037306,027277,018855
029554,013159,030079,021925,007331
020697,031571,009240,022833,003523
036226,033874,013230,033679,029515
009561,014181,021697,005519,016508
025755,037457,016822,021142,023179
015007,019563,001476,025362,021021
021754,031221,020356,035467,011474
015752,008530,025937,020049,018807
035328,038243,023501,032070,019069
021458,003504,035206,038124,003275
020051,034282,006330,010135,032497
039539,038134,008433,038342,037735
013275,023618,019841,019189,012965
039503,028068,001441,009293,020194
025573,022409,012347,001172,006554
005411,021232,002825,036722,019711
015530,004125,009910,025116,012646
013988,035122,025999,005120,037413
037193,010953,007561,023192,005671
023538,039118,028971,011447,011074
001333,006332,034308,020400,034836
033483,010073,023814,021465,008980
035841,025493,009086,035214,025890
030394,015302,016054,001754,029653
002403,036708,022816,000492,013162
012142,020099,008044,002112,037863
010233,000206,018029,033978,034981
038446,013137,036684,022968,018962
021115,038172,006055,011793,025132
013106,001279,001574,001393,009326
034736,025931,002732,024230,027451
013040,021665,005563,000014,025178
000318,018483,036142,039682,008602
000333,012820,000084,023221,039627
012301,039044,005223,017573,001047
034749,010008,008128,030786,000844
010109,004364,039455,018619,023428
029993,004253,002852,013234,000523
008553,032407,029696,027301,027835
020161,011943,031720,021512,018162
000073,026402,029465,000386,024773
005940,013108,025189,031499,012226
020509,002422,015246,031833,039744
014345,033841,037057,039436,024617
024406,023870,004129,031657,003243
003918,004557,005453,022748,039379
009480,017360,039866,035308,010366
022631,019903,021430,014291,027164
000320,035616,039448,022691,024637
016977,004902,017834,032838,007526
002785,027154,013485,004635,019778
038773,001090,017113,037793,007511
014741,002239,024364,003793,031508
026640,037267,012185,000613,008729
031757,018344,002297,035865,023728
004247,038577,015397,016312,006255
032156,019355,027466,013043,023072
025302,022124,008947,008451,001719
017369,022740,033948,030898,026713
006786,008791,039265,025002,007440
012188,021884,028662,030187,005395
037621,018351,015991,039224,008875
006239,015509,014411,030798,009399
015351,001345,015622,017588,009778
034705,002444,034669,005460,033596
008586,025205,033605,000639,010553
038814,015461,009447,008013,005652
011372,033334,017159,028694,039446
024999,008586,001477,035671,037750
022192,004509,017339,003029,008128
006689,007869,014837,030700,027762
010873,032945,026539,005673,039544
023926,037635,008550,001183,022737
009345,035621,003328,029826,004940
000084,013826,019209,011104,032419
034254,010131,029428,006911,028159
023227,001255,031109,000802,028712
023159,023219,015426,027357,016767
023825,011167,031852,023442,027447
029392,015146,020236,029511,013128
006644,034397,026777,011147,013734
019453,009635,038489,026148,002222
027432,018153,037614,009027,021720
001252,017750,003113,012234,024473
017834,016069,024113,037420,024773
007079,045735,037666,043449,030238
016718,037615,012092,008655,046897
010735,040956,009284,025511,026864
045039,006240,033515,040956,045963
048594,028739,029056,020538,031384
021208,006900,023131,002507,027446
018880,028886,016647,013786,001599
032738,028750,044093,029383,033266
021507,036532,031994,043864,036331
014675,036146,000425,019055,015851
028785,037198,025370,006514,038388
042394,042325,019806,007229,005216
042066,020459,035567,047838,025091
023476,035240,006083,011613,029132
027214,019605,013944,049175,025500
009090,000646,047056,007100,038978
025195,013816,011625,038507,031676
048260,008601,006588,038013,013510
022812,047805,019829,009885,047625
008061,025772,032787,042697,029566
036726,001256,037250,042075,013461
049431,049730,033844,001047,017323
018090,001694,024154,040723,007281
032231,010342,016563,034009,033216
009505,017364,048721,031779,047132
004634,028751,019941,041213,014669
006955,031516,003211,015713,048974
034601,029333,004677,014079,004129
043788,018464,035001,033431,037406
000389,044653,009469,015606,014693
005807,045355,026493,009847,010473
038046,032508,027920,000402,045265
016446,025791,017596,030580,004224
011454,049702,026635,014312,006166
012140,036391,046035,019599,031794
045087,005166,007313,013178,049898
023344,018368,005824,019269,002179
041459,037756,016677,033421,046192
011693,019460,026151,023495,025417
018249,028095,007376,040047,001347
049930,010239,014839,024890,049267
046226,013200,040936,012859,014531
007681,013466,038648,024433,034035
045819,020987,041840,044211,008693
028165,013740,024926,035954,017672
037629,046685,047417,009317,048245
014328,039063,037904,046312,016909
043370,031361,004609,044422,048197
000501,012819,042232,046246,020918
026426,044370,002695,036633,028444
023660,036476,038841,041593,007063
024613,049065,036992,001578,007441
028390,031630,022127,021543,016906
008586,003008,033305,030853,019322
028425,017008,040952,030896,033181
030220,049689,020060,049754,016485
046712,020762,045551,015025,020695
014733,049654,029951,005839,036622
031527,013770,000162,044280,046943
041853,018689,034419,035079,010160
022176,033965,010802,046438,028141
012152,032324,035728,043440,002554
016096,023787,020260,024093,004766
015640,033283,045825,046869,025957
018550,016025,011597,032514,038766
010054,055988,038027,032519,039920
007968,039814,054624,010578,044774
003424,042103,011245,054539,014389
022881,022843,056944,051956,033903
016784,042278,043141,050071,002633
050499,031032,054507,008035,029113
039473,028183,057981,020522,024917
022816,029545,003427,044332,041499
001850,026887,047684,035152,000331
053672,052799,021683,006703,041129
044504,010817,012412,025385,038004
046312,027174,020842,057389,018950
043430,032366,047325,002390,027378
019519,008049,034860,030121,038302
024820,018782,027340,008338,015578
024261,019131,019604,056982,056665
032650,004542,051556,037807,005318
014117,023905,036573,050551,033644
053888,009339,038160,026373,016866
014645,028605,003481,054268,034188
027320,003333,032734,052671,058928
027069,009541,052375,054603,048557
052559,022703,039157,024327,042699
045292,043141,004586,043151,029128
055486,011254,008379,013275,005451
022368,032016,011330,013410,001508
010013,048406,057620,053761,009958
055012,004802,059545,031223,009687
045611,045203,057716,056868,052265
041754,025466,059376,008542,027616
053962,036465,041276,018880,026097
017712,025298,004989,044182,002851
033451,059245,016489,035317,014598
028792,031628,040137,038035,034948
031501,046524,017418,032611,005015
015212,035318,004354,037568,043983
049195,038723,008098,016449,030224
030995,046869,008196,028381,010596
041431,017880,035707,039840,047253
030064,044006,031016,026149,015207
024877,012187,016945,007509,001551
040159,024677,025891,024514,004684
025727,045703,048262,047449,019321
031758,046649,038852,029037,031433
025422,042746,041549,013126,020106
014163,046163,016294,042672,016716
027191,045986,020183,027298,039621
004772,005476,043419,047691,016385
045549,029694,024675,005866,007577
010492,023402,037401,030566,037869
040290,041113,033591,021733,032987
015663,029860,019670,039124,014871
035848,020050,032896,040457,010739
044134,041959,024465,049640,014062
029779,037103,049053,002516,001382
012929,010495,032147,005423,043824
038531,024786,031492,018510,035305
006515,030845,015715,030904,009549
048016,013771,033139,021417,003833
011001,001505,018064,034891,041455
019135,011676,019771,045396,020711
030579,005223,040382,043836,047877
003771,033757,048408,025990,048654
018321,007804,043171,043821,036212
040852,015049,025616,029918,024337
009424,018791,049800,038507,044752
047449,022703,042362,035288,038756
012080,032139,044076,024186,023544
019145,038542,016964,024713,003343
007964,018267,036989,025817,043444
049069,007442,023500,004113,025732
003679,021638,005830,037632,024809
032174,045350,015963,033178,047041
023055,028904,021719,002503,008781
030544,020038,011441,000336,032058
020059,011339,047784,047474,008033
031483,020380,017332,041741,039843
044639,006274,047466,042434,049903
018296,021287,014111,038667,000951
007686,002048,016948,038954,034885
006987,013621,049596,044169,023171
024811,032505,025479,038707,023856
005245,022911,035384,019503,045516
047723,033042,035638,044681,042813
036705,009549,040320,020666,021005
004804,008273,045191,047023,016882
002039,049913,023851,008344,036359
008735,040872,041240,046779,045335
034643,044389,016562,038589,047920
007473,032513,019203,031510,035470
049309,025910,020144,024647,045482
011187,031814,045082,031807,002076
023769,040082,017265,028920,010930
024624,035311,036025,000834,047788
016716,027258,015608,003549,037899
020746,016627,005082,016905,034230
023558,000254,018232,013023,034677
039446,034905,044316,004042,008777
026355,023050,027516,030970,008745
016806,023243,013903,028013,007476
007762,021978,021781,040829,038357
020454,049497,010053,001587,035213
020781,014785,001769,023136,043599
020039,044196,037138,023652,038898
046395,014026,028587,046319,033979
007787,040219,042995,012834,037878
036288,023270,034277,048945,002448
046998,025154,003320,020250,045545
006796,044840,032974,004715,001324
016366,019933,008301,023276,032534
023445,021831,043387,038894,018822
028837,034620,036939,041326,023400
037716,033812,015361,018177,019276
037225,003906,042902,018267,016202
043776,032068,049094,046819,038396
014298,031741,030589,010395,036884
006334,042653,041522,046697,036010
027213,025575,035216,008007,039494
035659,018328,047394,000823,001322
014591,046241,032977,044068,033991
009207,027828,044799,009398,046763
017810,008827,035601,034941,021297
034069,038560,043232,017579,045099
041400,042216,034417,006302,015672
029411,021331,039219,014864,005103
019043,023351,032741,038173,028730
047388,039375,012245,041885,048895
049355,011062,000878,032947,019815
024039,045672,029410,044052,045613
034704,036375,021703,049608,036120
040177,014546,047909,047395,043665
032921,018827,014499,031870,009345
008122,003754,003613,001976,036094
009641,010548,000445,030782,000945
003206,017171,025602,030888,005792
038367,040055,032412,004468,007047
017607,014142,027224,028406,040613
043134,008820,003249,025781,023598
005875,034232,016599,016578,032978
014191,017721,019975,011465,026767
029180,029303,016401,057960,000334
049224,013797,028067,009191,024222
006533,048009,020481,019724,021316
032956,004964,049558,016799,015760
034237,024211,048053,021638,022097
032481,017298,019102,049735,031122
049464,010592,011708,020000,011498
049138,041898,025023,004735,041711
007492,034677,016625,004961,016005
039837,023404,009613,035825,041823
034066,011251,021291,000509,015279
008185,036311,037648,037076,042260
019640,003002,008286,029225,031065
047634,002673,038990,045431,024916
025206,047955,018884,023180,033731
049098,016451,044919,006940,044997
011885,021789,028453,043547,048733
002528,007675,026203,031928,019396
036828,032446,030606,040637,017482
012586,009390,003815,003564,048901
039400,042954,031148,019715,033826
045885,022922,027602,043808,033308
038661,033295,012265,006631,031638
045566,022099,041966,022760,034868
047672,048476,012619,035265,031859
035014,004699,027205,042687,010870
025589,027241,017033,026723,009681
026287,035717,008114,035972,008962
015758,025256,022490,039282,050443
039866,025179,044930,040185,001373
032220,028743,046995,051992,039439
036481,029126,033895,046317,041881
005093,016119,034161,043040,022003
040958,045185,007588,021042,046027
046518,020428,037832,049399,011001
008375,008905,050775,009990,043015
026087,013919,011389,043045,024897
008276,026726,034811,028804,001755
048928,041237,008353,001039,008719
022610,026498,039201,051724,008404
046493,022541,007578,020602,042409
007013,014677,009690,050439,006338
001966,010791,028764,051548,021156
031353,012053,025338,041678,008439
005800,038466,001566,051584,006628
013842,040219,017756,025811,041885
050632,030919,036989,048373,034931
037172,026653,048392,009221,028110
017282,047208,030161,049823,047532
046825,036483,038890,031164,051296
003608,048333,051015,021635,053706
015738,019801,035006,015048,042572
012407,033417,024783,007792,043493
036923,012904,004793,006405,040215
050105,007621,006048,028648,021789
007984,028353,017643,016855,043437
041845,025535,043000,027270,004519
052984,012598,047782,020940,037682
009101,017792,042728,004627,002218
002428,011305,027351,033582,004701
031754,049319,001625,016067,011305
010996,007391,007429,052463,047407
049445,002042,027602,009482,011353
023432,033057,014172,052145,010731
045826,017949,021528,042731,033110
053849,041861,027526,050467,011095
047930,027655,004664,006431,039672
037566,044059,007135,030084,032769
004928,053193,045396,006387,050884
015286,052318,030355,022687,037076
024275,052628,022792,021790,014431
011017,012314,042116,040933,019370
044329,029941,045957,011257,017096
027428,014702,050814,018225,045866
037851,036728,048693,032842,001678
005248,051863,045260,004721,023076
033175,016795,028291,016866,044598
041945,053355,043533,025760,016664
022703,046633,014032,018802,015299
049543,017385,028977,023773,014329
008577,023150,052956,034586,019498
046698,003358,017481,028274,006580
044629,004848,024546,043206,048306
016840,025269,037655,036145,033988
036224,028461,039485,045240,021879
021215,005182,028511,034380,052699
038165,025360,010771,045088,034201
051155,024579,042888,018954,053374
007832,044595,052169,050154,035453
048170,046696,046309,019759,009468
004916,011427,020706,034079,046384
012948,040137,029635,016371,038067
014322,003722,028435,027864,043199
022039,007648,013301,051727,053775
049426,041144,028997,022880,022127
046479,039612,045666,008406,027785
029315,043499,040445,041985,053161
000872,051322,029591,042188,050730
046818,042684,048165,029246,052671
040676,005785,014947,039991,054819
037365,034241,049837,048697,042768
011523,052325,045199,024799,012669
016412,008645,030597,021697,004505
019962,035029,055586,020331,000013
055682,043109,042061,019662,050509
021239,006841,035350,035951,034186
017273,033394,001091,004792,028408
018297,015512,042143,044569,017639
050011,022370,007228,017598,029162
050668,051094,024316,048648,040502
029444,042299,038513,052554,042958
029855,025915,010082,015662,030018
050809,003600,031294,000584,051694
044543,032733,020072,007265,027133
020773,016250,055612,039646,011672
044774,021373,003309,050464,045737
025535,023074,029573,022796,024442
014077,043466,038333,036751,017192
018106,047537,018076,017518,023861
027222,031244,022647,008732,028941
054557,041747,024423,029612,020829
026414,032842,045412,047384,012944
009945,033080,031791,056370,031735
015981,038342,044890,034221,018730
033501,020013,030392,025106,021523
044867,029797,052933,014448,052144
034369,009850,051438,048759,005032
055398,043214,045493,007686,053090
030183,022482,005314,027060,055881
009924,001787,048082,024496,038231
047711,029122,054146,017975,018253
037457,018006,054894,019554,052622
028780,003731,050007,020526,022730
020985,036495,019935,040776,052089
016662,023113,024365,032878,017262
001510,000554,013033,021521,029198
044355,029419,028780,034934,007655
031798,049531,008446,038315,004396
025469,011849,024226,054718,004237
046623,003152,053848,006417,041271
014784,054539,043196,047527,003460
043567,050076,038464,011205,038067
036414,027962,054075,036610,024516
039342,054030,047887,027186,051030
042860,007428,049211,043475,015189
009756,018211,024291,043675,019686
029015,003160,013773,053029,047621
015259,018533,047583,041393,040374
009502,035520,019096,023861,051215
023352,021595,001209,024607,032430
041244,032910,051021,043405,004118
036324,016980,035141,048949,035732
049412,035912,005547,016705,043712
029036,001316,019526,027304,014795
019369,005632,045867,040853,002354
006078,036323,039935,044570,035951
036861,036092,000198,039537,036074
006313,007461,040638,021922,042049
048351,003050,003018,004880,051621
009342,004972,022518,045711,031114
004137,006148,017248,019429,015344
036148,016946,015042,027981,022605
028209,044329,041638,039368,048913
024885,017958,025542,026704,024407
025478,043602,019797,031403,029323
040152,029691,044431,050625,023586
037117,048597,000224,044998,051793
035164,029781,036734,032531,008146
034245,016575,007487,038976,032089
019895,025757,030449,037999,005683
047578,035400,026619,006092,013783
029454,026206,035205,044406,003750
003278,037745,044895,024599,052061
001527,031404,002995,018120,010106
044926,000048,015709,017108,004871
012674,011916,011697,018711,021564
023841,015373,008407,039304,040568
007043,020431,003027,017939,047376
031075,022855,040149,004110,029569
038402,001976,016440,038343,029496
020206,016901,037169,026531,035075
001430,019051,050827,048527,038460
035427,051369,014890,026719,040329
039936,049147,045466,044590,010365
030061,005503,012595,052348,046391
036829,026285,022788,007432,030027
014956,045058,001750,049870,025931
023067,007345,006022,015088,023182
029234,039341,022470,041642,036484
014095,049755,035047,048240,007417
051735,025956,037605,038426,007662
042907,037591,003555,003142,000978
038999,042109,017777,000139,045359
047671,034304,035400,022212,001727
048786,034604,045035,019909,052946
032969,006669,047273,051631,024964
033645,003846,016952,028466,033980
048759,025859,036705,029857,010750
018296,042979,009800,022278,041065
009796,018547,032541,031952,048734
051717,038669,036254,009019,010269
049544,043969,017234,048137,038253
044893,012115,016921,035907,025192
018716,024444,015770,051159,012666
019186,043429,031794,049403,009255
012724,017975,021441,001010,023984
035630,036427,030533,026360,050787
043139,033642,008693,006758,047000
026610,012815,029768,032576,038256
043584,047472,039544,008553,011452
021363,048481,013683,041092,027245
037998,039327,001880,039323,052051
050823,025584,052237,040931,021675
033423,005668,042249,017199,013783
000578,048099,019632,013887,045744
049096,036914,012616,009732,006899
012675,035931,010715,041128,046523
030200,022745,028551,045791,018752
001040,026797,029905,001213,011720
017660,002469,044524,045188,022852
007587,048980,006945,032086,028991
025215,012839,002008,016964,042997
015280,019600,024824,003911,040732
018420,010068,035985,028701,032939
002838,026061,043159,025871,043379
031884,006114,029709,009706,014125
037560,025200,045369,004825,018857
016256,003475,032550,044684,022973
040808,020312,009142,018890,043095
034411,006252,042379,041593,019041
034113,020935,001102,034296,037778
